,tweet_raw_text,task_1
12,क्यों कि कुत्तों हड्डी बहुत मिली है मई तक चबाने को। इनके घर के लोग थोड़े ही न मर रहें हैं।  ये bossdk के रांड मीडिया अपने रंडापे से ही तो लोकतंत्र को कोठे में तब्दील कर रखा है। खैर इनका टाइम भी आएगा। एवरी थिंग हैज़ एक्सपायरी डेट,HOF
13,"तुमने दी आवाज  ,  लो मै आ गया  बादलों को छुपा कर मै अा गया  रडार को भी बादलों में छुपा कर अा गया  तुम्हारा फेकू रडार के साथ अा गया  तुमने दी आवाज  ,  लो मै आ गया",NOT
14,:  सालों में क्या हुआ मोडि को अटलजी से पूछना चाहिए था https : //t.co/eOjVirHaOS,NOT
15,":  मोदी के दलित कुत्तो को पहचाना मुश्किल नही। भाजपा शासित , UP , गुजरात , MP ,  RAJ , HAR ,  मे दलितो की हत्या हो , दलित महिलाओं का बलात्…",HOF
16,:  अगले घंटों तक संघियों का भोपाल में ऐसा हाल किया चुनाव आयोग ने😁😂🤣 https : //t.co/NhY9IwJvIr,NOT
17,:  अपने गांव में तो एक तरफा #कांग्रेस की वोट डलन लग रही है   सभी भाई   कांग्रेस को ही वोट डाले और कमलगट्टो को  बाहर का रा…,HOF
18,देश में दलितों पर हो रहे अत्याचार शर्मनाक है पर उससे भी ज्यादा शर्मनाक जिग्नेश मेवानी के द्वारा दलितों की भावनाओं के साथ खेल कर की जाने वाली राजनीति है जो यह दर्शाने के लिए काफी है की उसे दलितों की कोई फिक्र नहीं है सिर्फ कांग्रेस की दलाली करनी है,NOT
19,":  ये कितने भी हवन करा दें ,  ये कितने भी जनेऊ दिखा दें ,  पुलिस को भगवा ड्रेस भी सिलवा दें ,  लेकिन भगवा में जो आतंक के दाग लगाने की इ…",HOF
20,":  मोदी जो भी करते हैं देशहित में करते हैं ,  जनताहित ही मोदी की नीति है...अपना मोदी का क्या है फकीर आदमी है ज्यादा होगा तो…",NOT
21,"चुनाव आयोग व बीएसएफ़ की भूमिका संदिग्ध ,  EC मोदी के लिए यह सबकुछ कर रहा है  :  SC के वकील नितिन मेश्राम https : //t.co/orrZp1BMxI https : //t.co/DPkG6Jl5qS",NOT
22,"हालत ये है कि आदमी रात मे लघुशंका के लिए भी उठ रहा है ,   तो कांग्रेस के खिलाफ तीन चार पोस्ट डालकर ही सोता है 😜🤣😂",HOF
23,23मई bjp गयी,NOT
24,और आपको अगर निकाल न दिया जाता तो अभी तक कॉमेडी कर रहे होते।,NOT
25,ए जेलर बाबू.. तनी देखिए त.. ई कैदी न० के नाम पे के ट्वीटिया रहा है।,NOT
26,:  #वेद_मेरा_भेद_है अगर नंगे रहने से मोक्ष मिल जाता है तो पशुओं का मोक्ष पहले हो जाना चाहिए था मोक्ष नंगा रहने से नहीं शास्त्र…,NOT
27,तुम्हारा जो दिल हैं ना  थोड़ा सा मेरा होने लगा हैं  शायद मुझे प्यार है इस्से   ~ Darshan Bhatt,NOT
28,:  भाजपा खुलकर आतंकवाद के खिलाफ वोट मांग रही है   कांग्रेस को किसका डर है ?? क्यों नहीं मांगती आतंक के खिलाफ वोट।। 👇👇👇👇 Must…,NOT
29,राडार वाले बयान के बाद तो भक्त भी समझ गए की मोदी महान नहीं एक नंबर का बुड़बक और झूठा हैlहम तो पहले से ही कहते थे एक मूर्ख आदमी ने देश के तमाम पढ़े लिखे लोगों को मूर्ख बना दिया हैl,HOF
30,":  मोदी ने मिसाईल सेें सेटेलाइट को मारा , क्या जरूरत थी ऐसा करने की ,  अगर खुदा न खास्ता कहीं #अल्लाह ताला के अर्श पर लग गई तो…",NOT
31,:  भारत के गुनहगार आतंकी मसूद अजहर को संयुक्त राष्ट्र संघ ने अंतरराष्ट्रीय आतंकी घोषित किया है। भारत के लिहाज से यह एक ब…,NOT
32,जरा आवरा हो,NOT
33,":  जब जब भारत माँ के बेटे बटे ,  तब तब भारत माँ की भुजा ए कटी। मातृ दिवस की हार्दिक शुभकामनायें ।🙏🙏🙏 https : …",NOT
34,:  अबकी बार पार 😊😊 हर हर मोदी🙏  https : //t.co/uzPkmszSrr,NOT
35,":  भले ही माननीय जी मुझे  ना जानते हो ,  लेकिन मेरे दोस्त मुझे BJP का स्टार प्रचारक  मानते हैं😂   हर हर मोदी घर घ…",NOT
36,इनकी पैदा बार ही चूतिया परिवार से हुई है 😂😂😂😂😂😂😂😂😂😂😂,HOF
37,":  राम का नाम सुखों की खान होता हैं ,  जब मनुष्य सत्संग में चल कर आता है तो जन्मों -जन्मों के पाप कर्म कट जाया करते हैं ,  और सत्संग…",NOT
38,:   उसे मैं तब याद आती हूँ  जब उसके पास कोई दुसरा नही होता💔  #ज्योति  #अधूरे_जज़्बात   https : //t.co/d15HypC1…,NOT
39,":  आतंकवादी के टिकट को स्वीकृति और जवान की टिकट खारिज़ ,  वेलकम टू तानाशाही! चौकीदार डर गया",NOT
40,Sarah hai,NOT
41,ये ट्वीट किसी कार्यकर्ता ने किया होगा। इस बात का क्या प्रमाण हैं कि राहुल गांधी ने किया हैं।  सही कहा ना मैंने?,NOT
42,SHUTTYUUPPPP this is cute,NOT
43,:  चमचों का क्या है  जहां बोझा ( पैसा )  वही के हो जा। https : //t.co/lpXCyL9hif देश हित के लिए…,HOF
44,Tejbahadur ke piche kiska haath hai??? the,NOT
45,ऐसी हालात बन गई है पाकिस्तान की अगर मोदी जी की गाड़ी देर रात तक उनके ऑफिस में है तो पाकिस्तान में हाई alert हो जाता है ये है खौफ,NOT
46,यही छाया दिखलाकर तू हिन्दुओं को बर्बाद करना चाहता है।,NOT
47,2al ya3ny elwad gab el 99% hhhh,NOT
48,":  वो साँस भी लेती है ""थरूर"" उसमे भी दुआएं होती हैं माँओं का तोड़ नही होता माएँ तो माएँ होती हैं https : //t.co/K…",NOT
49,is baar umpire Kahan bechne hai?,NOT
50,":  बहुत ही घमंडी ,  स्वार्थी इंसान है जैसे जैसे लोग जान रहे हैं सौन्दर्यशास्त्र का ग्लैमर ख…",HOF
51,अरे भौजी गया काम से फौजी अरे भौजी चिंता कहे कर रही हो  हम है न,NOT
52,":  जिस तरीके से आज निरहुआ ने बोला है कि मुझे हराने वाला कोई पैदा नहीं हुआ भगवान भी नहीं हरा सकता , तो यह तभी संभव हो सकता है…",NOT
53,सजन रे झूठ मत बोलो खुदा के पास जाना है ना हाथी है ना घोड़ा है वहां पैदल ही जाना है,NOT
54,घर के अंदर रहनेवाले आंतकीयो को हम मार नहीं सकते तो बाहर के आंतकवादी को कैसे मारेंगे,HOF
55,एक बात पुछनी है .... जब गाली देने का मन करे तो कांग्रेसियो को  गरिया सकते हैं,HOF
56,:  लोकतंत्र की मज़बूती के लिये वोट ज़रूर करें।   https : //t.co/EwQgy7FHWx,NOT
57,"BJP के साथ यही होना चाहिये था । रडार से अब डर लग रहा है। तब नहीं सोचा जब ""रफैल को दो पायलट से ऐक पायलट वाला बना कर भ्रष्टाचार किया"" दो पायलट होते तो ऐक पाकिस्तानी रडार पर नजर रख लेता और ऐक रफैल उडा़ता। पर भ्रष्ट लोग हैं सब। अंबानी को पैसे मिल जायें बस ,  देश जाये भाड़ में।",HOF
58,":  पार्टी का चुनाव चिन्ह ""झाड़ू से हैलमेट"" कर लो…  दिनभर लगा के घूमना प्रचार भी होता रहेगा और सेफ्टी भी बनी रहेगी घुँघरू सेठ…",NOT
59,पप्पू.,NOT
60,":  रवीश कुमार को राहुल गाँधी के साथ ,  जेठ की दुपहरिया में खुले आसमान के नीचे इंटरव्यू करते हुए देखा तो ख्याल आ गया कि यह बंदा इ…",NOT
61,":  मतलब विपक्ष के नेता साल से नहाए भी नही है ,  एक ही ड्रेस पहने घूम रहे है",NOT
62,:  Divide and Rule का इतिहास कांग्रेस का रहा है।  Divide and Rule तब हुआ जब कांग्रेस ने अपने वोटबैंक के लिए हिंदू आतंकवाद की फ़…,HOF
63,"🌹फोड़ी-फुंसी हो तो  : -  🌹किसी को फोड़ी-फुंसी होते है ,  तो त्रिफला शाम को फाँक लेंवे सारा फोड़ी-फुंसी सब साफ़ शरीर ठीक हो जायेगा |",NOT
64,हर हर महादेव,NOT
65,":  माँ के लिए क्या लिखूं  ?? माँ ने खुद मुझे लिखा है ....!  मांग लु ये मन्नत के अगले जनम  फीर यहीं गोद मिले  ,  फीर यहीं  माँ मि…",NOT
66,:  कुछ दिन पहले यही मसूद अझर मर गया था। तब भी वो मोदीजी का मास्टरस्ट्रोक था।,NOT
67,मीडिया वालों को सूचनार्थ प्रेषितसिया राम  श्रृंगी ऋषि के खेत में कपासी तिगड्डा के नजदीक विद्युत लाइन निकली है जिससे खेत में चौथी बार आग लगी है पाइप एवं झोपड़ीजलकर खाक हो गए भारी नुकसान उठाना पड़ा है  जिलाधिकारी व विद्युत अधिशासी अभियंता से खेत में केबिल लाइन बिछाने की मांग की है,NOT
68,:  राहुल गाँधी और रविश कुमार को एक साथ देखना महज एक संयोग नही लोगों की डिमाण्ड थी जिसे पूरा करके राहुल गाँधी ने साबित कि…,NOT
69,Lalu???  Jisko log sabse ghatiya samajhte hain wo sbse tolerant hai😊,NOT
70,:  हर गरीब बहन के घर पर रसोई गैस मिले  हर गरीब परिवार को हर वर्ष लाख रुपए तक का मुफ्त इलाज मिले  इसके लिए हमने पाँच साल…,NOT
71,:  और अभी हाल में इनका जनविरोधी अहंकार इतना सर चढ़कर बोला कि इन्होंने बंगाल में तृणमूल कांग्रेस के विधायक तोड़कर ममता बनर्जी…,NOT
72,माँ के संस्कार ही बच्चे के जीवन में काम आते हैं  जैसै माँ महँगीबा  बापूजी को ईश्वर के प्रति दृढ़ विश्वास बढ़ाने के लिए मक्खन मिश्री रखकर कहती थी ये भगवान ने प्रसाद दिया है,NOT
73,:  इंसान जब सत्संग में आता है तो उसके बुरे कर्म ख़त्म होते चले जाते हैं और नेक व भले कर्म बनते चले…,NOT
74,":  एक गुजराती ठग ने पहले चाय बेची ,   फिर मगरमच्छ पकड़ा ,   फिर साल भिक्षा मांग कर जीवन यापन किया।  फिर दिल्ली से MA किया , …",HOF
75,लोकतन्त्र के त्योहार मै वोट  डालकर आया हू | मै फिर एक बार मोदी  सरकार बनाने मै योगदान करके आया हू  | https : //t.co/bV005mfwsp,NOT
76,:  दिल्ली के साल के बुजुर्ग मतदाता बच्चन सिंह को साष्टांग दंडवत। उन्होने आज लोकतंत्र के महायज्ञ में अपनी समिधा अर्पित…,NOT
77,:  वोट नहीं देने से नकारना नहीं होगा उल्टा जीसे आप नहीं चाहते वो जीत सकता है। अगर उसे हराने के लिए वोट करोगी तब उसे आप कम…,NOT
78,":  यहां किसानों का लाख तक का कर्ज माफ होना था।  किसानों के घर आज पुलिस आ रही है ,  बैंक किसानों को कर्ज नहीं दे रहे।   मध्य…",NOT
79,अरविंद जी अगर भारतीय जनता पार्टी जीती तो उसके जिम्मेदार सिर्फ और सिर्फ आप होंगे क्योंकि आप पूरे देश में तो क्या दिल्ली के संगठन को ही जोड़ कर नहीं रख सके हमें खेद है हम आप को प्रधानमंत्री देखना चाहते थे और आप,NOT
80,:  जगदीशपुर (अमेठी लोकसभा क्षेत्र) में जनसभा को संबोधित कर रहा हूँ ... https : //t.co/gyeblIBqbG,NOT
81,:  ये कॉन्फिडेंस चाहिए लाइफ में खुद ने महीने से पगार नही देखी और दूसरो की पगार काटने की बात करता है https : //t.co/2WAUpOSr…,NOT
82,:  अपनी सेल्फी मुझे टैग करते रहें https : //t.co/xdYkMdqV80,NOT
83,"*आबाद हो चुका हूँ ,  फिर से बर्बाद करना* ऐसा लिखते तो?",NOT
84,:  घर से बाहर निकलकर वोट करिये ये आपका फ़र्ज़ है। https : //t.co/qcdMz0jMP7,NOT
85,:  😂लड़कियो से अनुरोध है कि शादी में दुल्हे से किसी भी रकम का मजाक न करे दूल्हे के जूते न चुराये. क्योकि इसका खामियाजा रा…,NOT
86,Breaking News  बीबीसी और इंडिया टुडे द्वारा कराए गए ताज़ा  राष्ट्रीय एग्जिट पोल के मुताबिक :   कांग्रेस को   सीटे आ रही हैं !   लोकसभा से  और   गुप्ता टेंट हाउस से !,HOF
87,:  चुनाव आचार संहिता का उल्लंघन कर लगातार चुनाव आयोग को 'अंगूठा' दिखा और साथ ही  विपक्षी-दलों को 'चिढ़ा' रहे मोदी को ही चुनाव आ…,NOT
88,":  काँग्रेस की जलन है ""महा ज्ञानी"" आविष्कारक मोदी जी से जिन्होने बादलों के अंदर छोटे छोटे…",NOT
89,:  आएगा तो मोदी ही. लेकिन बादल हुए तो मालूम नहीं चल पाएगा.,NOT
90,":  जब पंडित नेहरू प्रधानमंत्री थे तो वो एक बार कुंभ मेले में आये थे।  तब अव्यवस्था के कारण कुंभ में भगदड़ मच गई थी ,  हजारों लो…",NOT
91,हमेशा खुश और पाजिटिव रहिये https : //t.co/6tQznBXX9U,NOT
92,आंवला सर्वश्रेष्ठ रसायन है__इसके सेवन से शक्ति स्फूर्ति व शीतलता का संचार होता है। इसके सेवन से नेत्र ज्योति बढ़ती है। सिर पर लगाने से बालों की जडे़ मजबूत होती है। सिर की गर्मी निकल जाती है। वृद्धाअवस्था को दूर करता है।-Bapuji https : //t.co/8A7LgZMWS4,NOT
93,कॉमरेड़ आनंद को लाल सलाम 🤺,NOT
94,:  भाई अरबपतियो का तो कब का माफ हो गया जी इंतजार तो किसानो की किस्मत में है... जो करना चाहे उन्हे करने नही दे रहे…,NOT
95,नचा तो तेज बहादुर ने दिया सब चौकीदारों को ये तो हल्का सा ट्रेलर था अगर पिक्चर रिलीज हो जाती तो सारे चौकीदारों को पागलखाने में भेजना पड़ता। लेकर मीडिया सेec सब  दलाल हैbsdk,HOF
96,शीकागो के दिवंगत मजदूर भाईयों को श्रद्धांजलि अर्पित करता हूं । https : //t.co/387O8ynprr,NOT
97,:  कई बार सोचता हु की AAP से कुछ लोग बाहर ना जाते तो कितना अच्छा होता पर फिर ऐसे लोगों को भोंकते देखता हु तो सोचता हु अरविंद जी…,NOT
98,:  इंदिरा ने ताजमहल से वह दरवाजा ही गायब करा दिया जिसे अमेरिकन साइंटिस्ट ने कार्बन डेटिंग कर उसकी आयु बाबर से300 साल पहले…,NOT
99,अब जनता भेज रही है बादलों में,NOT
100,खुजलीवाल द्वारा हिंदुओं को फूट डालो शासन करो की नीति पर वोट मांगे जा रहे हैं इस गद्दार से हिंदू लोग दूर रहे और राष्ट्र के लिए वोट करें,HOF
101,दिग्गी क्या देख रहा है ? https : //t.co/LLT7M4jn0J,NOT
102,"माँ नहीं ,  ये किसी लड़की की सास आयी है...",NOT
103,"अगर बारिश हो रही हो और बादल छाए हो तो  रडार विमान की स्थिति का अंदाजा नहीं लगा सकता नाली से गैस वाले ""महान वैज्ञानिक मोदी""  😝😜",HOF
104,बिजली विभाग वाले मनमानी बिल भेज देते हैं और जब जाकर मिलो उनसे तों कहते हैं इतना दें दो कर देता हूँ खाता संख्या का बिल 19-3-2019 को रुपए आया जमा करने के बाद बैलेंस बताया और अप्रैल मे बिल आया एक महीने मे इतना ज्यादा और मीटर इनका बहुत फास्ट,NOT
105,:  मैं चाहता हूं सन्नी पाजी बीजेपी स्पीकर बन जाएं तो कागीयो के बोलने से पहले ही कह देगें अगर कोई गलती की तो यही उठा उठा…,NOT
106,":  गुंडे से याद आया ,  संजय जी ,  दिल्ली का जो गुंडा में मोदीजी से हारा था ,  वो इसबार वाराणसी से क्यों नही लड़ रहा? फट गई…",HOF
107,:  को लोग ईसा मसीह की मृत्यु के रूप में याद करते हैं इससे साबित होता है कि ईसा मसीह की भी मृत्यु होती है जबकि पूर्ण परमात्मा…,NOT
108,:  ये आदमी है या पायजामा? https : //t.co/WmrHMQyxbW,NOT
109,:  कांग्रेसियो की नींद हराम करने वाला दुनिया का सबसे छोटा नारा....  .  .  .  .  मोदी...मोदी...😆😂,HOF
110,"आना सही बात  ,  सब के सब #असुरगैंग  में आते हैं",NOT
111,":  छुप गया बदली में जाकर माल्या तो साहब शर्मा गया ,  बादलों को जो देखा तो पाकिस्तानी रडारों को पसीना आ गया! https : //t.co/HTz6ix…",NOT
112,:  दाल तो मिलती नहीं चले हैं दूसरों को खाना खिलाने। दाल ले लो दाल!!!☺️☺️☺️,NOT
113,और लगे हाथ कजरु को ग्लोबल गिरगिट और राउल को ग्लोबल झुठा भी धोषीत करदेना चाहीए,HOF
114,पिछले सात दिनो से Pool मे कर रही हो। अब तो बाहर आ जाओ।,NOT
115,:  तो मैंने कहा कोई बात नहीं टूथब्रश लेकर बटन के नीचे की तरफ मारो कई बार कार्बन जम जाता है इसलिए बटन काम नहीं करता है इस प…,NOT
116,"😆😆😆😆😆🤣🤣🤣🤣 दो कौड़ी के विधायक को करोड़ कौन देगा भाई।   बिना सुरक्षा के दिल्ली की गलियों में घूम के देखो ,  जनता झाड़ू से तुम्हारा स्वराज न सूजा दिया तो कहना।  https : //t.co/JxCPXgRIxG",HOF
117,इस गधी को किसने गणित पढ़ाया है बे ।😁😁 https : //t.co/pI5SfESMCr,HOF
118,तुम जैसे गाद्दर जब तक देश मे मौजूद हे तब तक इन नक्सलियों का आतंक जारी रहेगा जब तुम लोग जनता का विश्वास नही जीत पाये तो अब तुमने आतंकवाद ओर नक्सलियों का सहारा लेकर मोदिजी को बदनाम करना सुरु कर दिया।,HOF
119,":  आज का ज्ञान अगर गर्मी 🔥🔥  लगे तो पंखा चलालेना चाहिए ,   और ज़्यादा  लगे तो कूलर😌  चलाना चाहिए ,  और ज्यादा लगे तो😇  मुझ…",NOT
120,":  मैं माँ को प्यार करता हूँ ,  सिर्फ इसलिए नहीं कि जन्म दिया है उसने मुझे! मैं माँ को प्यार करता हूँ ,  सिर्फ इसलिए नहीं कि पाला-…",NOT
121,क्या बात है इतनी गर्मी में इससे बेहतर कुछ नही हो सकता ।।,NOT
122,:  जिस जिस का नेट नही आ रहा हो वो परेशान ना हो —वो ये वाला 👇👇नेट इस्तेमाल करे —- काम चल जाएगा 😛😂 https : //t.co/rv0tqusPKy,NOT
123,:  ये मुस्कराहट सलामत रखना मेरे मौला ये फलीस्तीन पैगम्बरों की ज़मी है  बंज़र जरूर है  लेकिन बुज़दिल पैदा नहीं करती।। http…,NOT
124,आतंकवाद का नाश सुनिश्चित आतंकी संगठन जैश ए मुहम्मद का सरगना #मसूदअजहर वैश्विक आतंकवादी घोषित चीन ने सीने पर पत्थर रखा तो पाक के सीने पर चली छुरियां!,NOT
125,न डराओ मुझे माँ कह कर  मै एक माँ हूँ| तुम मुझे अपनी पूज्य मानते हो- ऐसा तुम कहते फिरते हो| किन्तु यथार्थ की वेदी पर इसमें मुझे कोई शंका नहीं किन्तु पूर्ण विश्वास है कि इसमें अब सत्य का सत्व खत्म हो गया है|... https : //t.co/LkCOejDfce,NOT
126,:  हम रात को जाग जाग कर मोदी के लिये लिखते हैं।  तो पागल मत समझो...!!!  हम आने वाले पाँच साल चैन से सोने का इंतजाम कर रहे है 😊…,NOT
127,जो खुद के लिए नही गरीबो के लिए जीत है उसी को लोग चौकिदार कहते है और येसा केवल मोदी जी कर सकते दूसरा कोई नही नमो नमो🙏🙏🚩🔥🇮🇳 🇮🇳,NOT
128,:  तेरा बाप भी नही हिला सकता केजरीवाल को विधानसभा चुनाव में लिखकर लेलो ( इस भाषा के लिए माफ करना पर तुम इसी लायक हो) https…,HOF
129,:  से तक आयी कांग्रेस😖😖😖 से तक आई भाजपा😀😀😀 तो मर कौन रहा है ?? और पनप कौन रहा है??  बहुत दिन…,NOT
130,मतदान जरूर करे। चाहे BJPको करो चाहे मोदी जी को करो चाहे कमल को करो  👍👍🙏🙏,NOT
131,नकल में भी अकल चाहिए BJP को ठुल्लू दिखाने के चक्कर मे वोट ही डाल गया चमचा ☝🏻☝🏻☝🏻🙉🙉🤫🤫   ठोको ताली ठोको ताली ठोको ताली https : //t.co/FaCuKch6Zq,HOF
132,":  देश के हर क्षेत्र में एक ही नारा सुनाई देता है ,  वो नारा है मोदी-मोदी। ये नारा किसी नेता की हौसला अफजाई में लगाया नारा नहीं…",NOT
133,":  अपना पंचे सबै कोऊ जहाँ- जहाँ आज मतदान है , अब देर न करी ,  जई जल्दी-जल्दी बोट डाल के अई।अच्छा एक बात अऊ परिवार सहित आय सबकै…",NOT
134,अंजना जी आप लोग भी अगर सही चीज लोगों के सामने रखें तो हमारे देश में कोई समस्या रह ही नहीं जाएगी हमारा देश आजादी के बाद से निरंतर आगे बढता रहा है और रहेगा किसी नेता के बदौलत नहीं सवा सौ करोड़ देश वासीवो के बदौलत चलेगा बस आप जनता के हितों की बात किया करे नताओ के हित की नहीं हमारे ब,NOT
135,"शायद हटाओ ,  फिर तुम वॉट्सएप नॉलेज लेके पोस्ट पे पीक मारने आ गए। आरएसएस जिम्मेदार थी और अभी भी है",NOT
136,इस की सकल देख कर इस को कोई रखेल भी नही बनायेगा।,HOF
137,":  झाड़ू ""आप पार्टी"" का है ,   लगा मोदीजी रहे हैं ,   साफ‌ कांग्रेस हो ‌रही है ,   पेट में दर्द ठगबंधन वालों को हो रहा है ,   और  मजा…",NOT
138,":  ये तो अच्छा हुआ मोदी सरकार ने मसूद अजहर को नही मार गिराया!  वरना कांग्रेस कहती ,   हमने तीन बार पहले ही मसूद अजहर को मार गि…",NOT
139,मेरी छवि दिल्ली के खान मार्केट गैंग ने नहीं साल की तपस्या ने बनाई :  प्रधानमंत्री मोदी https : //t.co/F2JZHfthVE,NOT
140,:  कुरान शरीफ का ज्ञान दाता कहता है कि उस अल्लाह की शरण में जाने के लिए किसी तत्वदर्शी संत से जाकर पूछो वह त…,NOT
141,":  का चुनाव भारतीय जनता पार्टी नहीं ,  भारतीय जनता लड़ रही है। https : //t.co/U5P0Sy6Ahb",NOT
142,:  आज एक चू*या कांग्रेसी और आपीये चमचे से बात हुई। बोले जब गीदड़ की मौत आती है तो वो शहर की तरफ भागता है। हम बोल कौन चू*या था वो…,HOF
143,:   कबीर साहिब ने लाखों लोगों के बीच एक मरी हुई लड़की को जीवित किया उसका नाम कमाली रखा पूर्ण परमात्मा सब कुछ…,NOT
144,हर हर महादेव,NOT
145,:  tery jesye dhudh bhahut he sundar or piyarye piyarye hai or wo to or aachhi hai tumye karta rahu https : //t.co/9UEDFuEmPe,HOF
146,:  के दंगे मे सिख मरते गए बेटियों का बलात्कार होता रहा गुरुद्वारे जलता रहे पर कुछ सीख बेशर्म सिख पापी काँग्रेस को वोट दे…,HOF
147,":  सोनिया चर्च मे फादर किसी को सचिन हुआ , विराट ,  हुआ , धोनी ,  गौतम , युवराज ,  भज्जी हुआ मुझे पप्पू क्यों हुआ? फ़ादर - अब ""हुआ तो…",HOF
148,":  पत्नी : - मेरे बाल सफेद होते जा रहे है  व्हाॅट शुड आय डु??   पति : - व्हाय डोन्ट यु ""डाइ""?.",NOT
149,लगता है आप बिलियर्ड्स खेलते हैं...,NOT
150,यस,NOT
151,:  23/05/2019 के दिन पूरा देश इसी तरह TV देखेगा 😂🤣 https : //t.co/ZU6k2x2RuK,NOT
152,जब चौकीदार चोर बोला जा रहा था तब तक कुछ नहीं बोली लेकिन जब बच्चे भड़वा  कहकर उद्घोष कर रहे थे तब अपनी बदनामी के डर से बच्चों से रुकने का आग्रह करने लगी आग्रह भी नहीं अचंभित हुवी मुँह पे हाथ रखा बोलने से मना नहीं किया  और फिर राहुल गांधी जिन्दाबाद के नारे लगवाने शुरू किया ।,HOF
153,:  #वेद_मेरा_भेद_है कबीर जी ने समझाया है कि  हे मानव शरीर धारी प्राणी! यह मानव जन्म बहुत युगों पर्यन्त प्राप्त होता है। तत्व…,NOT
154,:  आज फिर मध्य प्रदेश साल पुराने  दिग्विजय सिंह वाले शासनकाल की स्थिति में पहुंच चुका है  हर जगह अराजकता…,NOT
155,अगर वहा से भाजपा ही जीत रही हो तो क्या करे....,NOT
156,:  .@RahulGandhi की पार्टी का इतिहास   1984- हुआ तो हुआ    1984-भगाया तो भगाया (भोपाल गैस)  1986- गए तो गए (वि…,NOT
157,:  पाकिस्तान  को आतंकीस्तान घोषित करना ही चाहिए ।,HOF
158,:  हमें तो जो भी कहना या पूछना होता है सामने से कह व पूछ लेते..सराह और क्यूरियस कैट जैसे एप्प की जरूरत ही न पड़ती,NOT
159,:  क़तई घटिया ऐक्टिंग कर रही हो कोमरेड स्वरा भास्कर,HOF
160,":  शर्म मोदी को आती नही? जनता के सामने खुलेआम झूठ बोलने का पेसा हो गया है।  पुलवामा ,  छत्तीसगढ़ ,  उड़ी ,  गढ़चिरौली , …",HOF
161,"मोदी को हटाने के लिए सब महागठबंधन करके एक हो गये ,  लेकिन हटाने के लिए एक भी नेता ने मुँह नही खोला...  देश बड़ा या पार्टी..? लादेन की लाश का कोई अता-पता नही पर ,  अमेरिका के लोगों ने सबुत नही माँगा  क्योंकि.. वहां ,  हमारे जैसै जयचन्द नही रहते!!",NOT
162,मसूद अजहर के लिए भी कुछ बोल दो बड़ा दुख हुआ होगा तुम सब को,NOT
163,":  आज PM नें Ramlila Maidan में दिल्ली का ठग जो स्वयं को दिल्ली का मालिक कहता है ,  उसे फिर निराश किया और उसका नाम नहीं लिया।",HOF
164,:  कहां कहां से टूटा है जाने मेरा दिल जुड़ता ही नहीं कितना भी जोड़ लूं #माही,NOT
165,":  एयर स्ट्राइक के बाद दो जगह मातम छा गया था ,  एक पाकिस्तान में और दूसरा राहुल बाबा एंड कंपनी के यहां।  राहुल बाबा कान खोल के…",HOF
166,":  #दहेज_मुक्त_समाज का निर्माण संत रामपाल जी महाराज कर रहे है। अब तक 30 , 000 से अधिक दहेज ,  फिजूलखर्ची और आडंबर मुक्त विवाह…",NOT
