,tweet_raw_text,task_1
88,Ohho..bade bade chudakad raand aa rahi he aaj,HOF
89,pehle se pata tha but aaj confirm ho gaya apna kuch nhi jaata but still i hate them,HOF
90,"CPEC banane ke liye Pakistan-World terrorism corridor pehle band karo, gadhe kashmir ka sapna dekh rahe hai",HOF
91,Betichod teri to fav h shilpa..fir kyu jal rhi h teri,HOF
92,chal na gunda manvr manu ka chamcha i hate m2 piche piche chugliya karta hai manu ke sath ghar ganda bna rak,HOF
93,": I refrain from using word like ""Chutiya"", but you deserve it. Only because of this Chutiyapah, people hate\xe2\x80\xa6",HOF
94,haan and naliya gang rape bhi . Bewkoof bhakt,NOT
95,"So still sometime for a triple talaaq , Halala &amp; four marriages .... Enjoy",NOT
96,Rashan card banane k liye govt office ki kya jarurat hai be? Apne ghar me bana liya karo.,HOF
97,\xd8\xa3\xd9\x88\xd9\x81\xd9\x81\xd9\x81\xd8\xb1 \xd9\x88\xd8\xa7\xd9\x84\xd9\x84\xd9\x87 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,NOT
98,aur tum mata ka rape ais Tara karty ho jasy tumary liya race ho.,NOT
99,Yeh madarchod januadhari hindu hai parmandir pe chup kyun hai be,HOF
100,\xe2\x80\xa6,NOT
101,"Phele toh rohingya Muslims ne Buddhist,hindu logo ko mara,rape kiya,conversion kiya aur ab apna Randi Rona ro rahe hai",HOF
102,Inko sirf ye pata hai ki Rape kia hota hai,NOT
103,sanchit kuch manners sekh le apne baap se,NOT
104,"aur us ek gang ke upar bhee ilzam hai, ilzam politically motivated ho saka hai.islamic terrorism worldwide hai",NOT
105,bina deepika kabhi c nahi dekhe chadarmod ne tiger ne hakle ke career ka rape kar diya din me aur tu ATG ka moot pee raha? tere star ko bol ek clean hit deke dikhaye chakke,NOT
106,": Two suspected Bangladeshi terrorists, arms dealer arrested with Fake Aadhaar card in Kolkata. Both are using Hindu Names. \n1\xe2\x80\xa6",HOF
107,When the other party continues the tirade a lady will turn away. I take my leave of the potty-mouthed woman.,HOF
108,Ab tu bata ke na mard pakistanio ko janwar aur aur chote bacche itne kuu pasand hai. Pakistan mein hi nahi balki uk and saudi mein bhi animal rape kiya hahaha,NOT
109,Kuch bolne se pehle apne country ka halat dekh lia kar Jaha sab se ziada rape hota ha Jaha larkiyo k liye koi izzat nhi sirf rape karte ho,NOT
110,"Aaj he DNA me dikhaa raha tha ke aap ne dilli ke Gaand maar Rakhi hai, daily rape ho rahe hai.",NOT
111,Modi se phoocho demonetization se Desh ki cr ka nuksaan ho Gaya . To Modi ji bhaag hate hai.,NOT
112,Dogali Media or Dogale log.. \napni Maa Behan ki Raksha k liye ek ko maarne vala aatankwadi h or Lakho begunaaho ko\xe2\x80\xa6,HOF
113,Madarchod fawad ko toh try ball khelaya gya tha. Usey hi tum log first inning samjh liye. Grow up morons. Bhabhi se\xe2\x80\xa6,HOF
114,isko sirf NONMUSLIMS ko hi hota bandook terrorism taqiya sharia azaan.lekin apne pak/muslim bhayi banduon k saath BATCHEET se hul hoti hai,NOT
115,Ossada Medina,NOT
116,Arre betichod kya chahiye,HOF
117,Chup betichod,HOF
118,keh kaun raha hai balram singh ki beti se gang rape ka aaropi jiska leader ho usko to fasi de deni chahiye,NOT
119,Agar aap ko lagta hai ki party mai aap ka satkar nahi ho raha hai to aap party se alag kaheko nahi ho hate ho. Tum gaddar ho.,NOT
120,Aatankwadi ko huro k pas bhej rhy h Kashmir m.,NOT
121,"bhai hate nhi, jab se jindgi me PlayStation aya, tab se sab chhut gaya.",NOT
122,BC Tum pakistani suwar ko khana sufficient nhi\xe2\x80\xa6,HOF
123,Chutiya Insan Xaala \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x86\xf0\x9f\x98\x86,HOF
124,DROPOUT\nokinari no PASSION\nYosougai SITUATION\nNani wo kui tatte\nLOST SENSATION,NOT
125,Bahanchod no ibra \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad,HOF
126,": Ujlay Kapry, Achy Khany,\nMehngy Jotay, Oonchy Ghar,\nKaaly Dil, Mailay Man,\nSastay Shoq, Haraami Log.",HOF
127,Are nahi tag line was Main Khoon Ke Aansu Royi Hu Kal... khud ki galti or khud hi chilla rahi thi...,NOT
128,Wo Rohini wala baba jisne masoom Hindu ladkiyo ko rape kiya tha uska kya naam tha?,HOF
129,OMG! You have to see this. &gt,NOT
130,Sir hum piche isiliye hai ki desh ka kanoon sahi nahi hai har m me ek rape hota hai bharat me daily koi javan saheed hota h border par sir,HOF
131,Tu to bolegi k Teri maa ka bhi rape Kiya hai Modi ne... Sunega kaun . Teri maa Ko sun k Khushi hogi wo baat alag hai... . Ja puch k Bata.,HOF
132,Lagta hai jab angraiz gay thy to Sae daba kr hissa dal gaye jo aj tk Angraizi nae gaye khoon me se. Oh sorry urdu hai. Apni Amma se pucho.,NOT
133,Just do what I do. Lay across it and fall asleep. Or my favorite go to bed right side up and end up at\xe2\x80\xa6,NOT
134,kal to kuch aur bol re the... Ek baat bolo hate or love bahut confusion hota hai,NOT
135,: chalo acha h tumhare dost tumhare birthday ka countdown kar rahe h.\nbut iska mtlb yeh thodi h ki uska ss le k tum story da\xe2\x80\xa6,NOT
136,"India mai baap se phele beta ajata hai Rape se jabi th August or th August ka difference pata nai, Rape jo bhut huta hai",NOT
137,tu kitna gawar hai BC illiterate bhi bola aur gawar bhi badve nikal ab srk chutiya hai aur tu bhi ab bol I don't hate srk. I was kidding,NOT
138,"ye isliye kyoki mai ye dekh raha hu kuch bhi ho bus sarkar per thop do ,kahi train hadaza,kahi pul hadsa ,kahi rape bus yahi kah do sarkar",NOT
139,Duniya janti hai k Kon kis tarha hai aur rape kahan pe hotay hen,NOT
140,Jab JNU se itni nafrat hai to JNU me padh hi kyun rahe ho? Aur to aur apne Twitter handle me bhi JNU ka prayog kr rahe ho!,HOF
141,Hate karne ka reason laao,NOT
142,"Muslman ladkon ne up mein dalit Samaj ki do ladki se badtamaji ki, Uttranchal mein rape & Karnataka mein qatl, us par kyun kuch nahin bolta.",NOT
143,: First fired blank with Hardik CD. Then with Somnath entry register fabrication.Then Aurangzeb/Khilji ki aulad.Then 'Neech aa\xe2\x80\xa6,NOT
144,jab tk rape ke liye faansi ka kanoon nhi banta tab tk ye rape aise hi hote rahnge..kyunki inko naa to kanoon ka bhay hai aur na hi police ka,NOT
145,bhaar mein jao.hindu...kashmir mein state terrorism bund kkaro...tum tun hee raho tou achcha hai.,NOT
146,Bahut afsos ha onke liye bhi debate karye jise kutiya kr jla diya gya,HOF
147,Smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h Hindust\xe2\x80\xa6,NOT
148,\xe2\x80\xa6,NOT
149,edge tumhare Karan mera breakup Hua hai. Nafrat karra Hu Mai ab tumse. Kabhi yum mere idol the. But ab tumhe spear maru,HOF
150,Ye log rape ko jurm mantey kahan hain sahab.. In k nazdiq in ka hr shitani amal jaez hai,HOF
151,Ham he jeetinge tum log apni army ko khana do awam ko toilets do or apni ladies ko protection do from rape. ja kar pishab pee lo faida ho ga,NOT
152,I hate larkon ki awaz change hone wali age!!!,HOF
153,Agar Vikas ne woh dost chune hai matlab woh ansu bhi sache the woh torture jo usne saha woh bhi sacha tha!! Shukar karo Vikas hate nai karta SS ko!!Arshi jaisa dil paane ke liye SS ko das janam lene padenge!!aur std ki baat SS ne bandgi n puneesh jaise ghatiya logo ko dost maana!,HOF
154,Aur hate hi kar key sartey ho!,NOT
155,Kat ke badh Anu hogi tere hate list main,NOT
156,Bhadva vo khali tu hay. Tihar KI tyari KAR. BAKI Sara India safe hay.tune life me ek hi KAM achha ki\xe2\x80\xa6,HOF
157,Sir ye hae Vikas Shamshan kabristan Eid Diwali p raajniti bina khoon bahaye Aap ko sukoon nahi milega,NOT
158,Woow woow woow aj say almost years pehly jadugarni ki tajposhi howe Thi isbeal nam ki us k b kartot kalay thay same like baji mariyam aur us aurat ko usi ki public mai say kisi nay murder her,NOT
159,Bhai nirodh se yaad aya.. \xf0\x9f\x98\x89,NOT
160,he thinks fitness is important!,NOT
161,ui c\xc3\xb2n nh\xe1\xbb\x9b ng\xc3\xa0y \xe1\xba\xa5y m\xe1\xbb\x9bi v\xc3\xa0o trg th\xe1\xba\xa5y b\xc3\xa0i \xc4\x91\xe1\xbb\x8dc kh\xc3\xb3 vl \xc4\x91 hi\xe1\xbb\x83u c\xc3\xa2u h\xe1\xbb\x8fi vs c\xc3\xa2u trl lquan mo\xe1\xba\xb9 g\xc3\xac\ns\xe1\xbb\xb1 th\xe1\xba\xadt l\xc3\xa0 khi l\xc3\xaan m\xe1\xba\xa1ng m\xe2\x80\xa6,NOT
162,saal kia hai bhai tere Ram bhagwan ne to Sal ki Sita ka rape kia tha... Ramayana ka aranneya khund kabhi padh Lena....,HOF
163,ne jo kiya apne dam pe kiya ..lekin kundali par toh kumkum ki meher hai..fir v kundali wale Jamin par pau ho nahi rakhte.rat ke baje akar trp lao fir bolna..i hate kundali..because kundali ke karan kumkum bhagya no1 par nahi hai,HOF
164,koi aur ladka bhi hai aisa jo aapni behan ki chudai iss tehra se karwana chata ho mai uski behan ki chudai karounga\xf0\x9f\x98\x9c,HOF
165,Mai aajaun chudai ki thamanna hai,HOF
166,tumhari army nay waha rape aur murders kiye hain,NOT
167,Pyar samarthan kar raha tu nafrat ka aur baat pyar ki baat kr raha hai aur gou mutr pe mirch lagi apna tweet pehle dekhlo kya kya bole ho,NOT
168,Tu bahanchod sudhrega ni wo court ME aapni job kr rha h n ki congrss ka,HOF
169,"I think the issue may not be just condom ads, but some ads in general (e.g. some deodorant ads). \n\nSome ads (irresp\xe2\x80\xa6",NOT
170,Sambit patra jese paaltu kutto ke liye ek ms agar modi inki maa ka rape bhi karde to ye kahenge inki maa ka chracter kharab hai modi sahi he,NOT
171,Cong is against Triple Talaaq and Halala Practice . Thanks \n\n,NOT
172,Hina rockx.. Shilpa randi shockx...,HOF
173,Bhaichod,HOF
174,pataa he bahut akkians mujhse hate karte h,NOT
175,Wah ji wah kash aap jaise log pakistan ki gaddi me b baith jaye to ye terrorism or border ki samasya hal ho jaye,NOT
176,Good morning it's choochi moochi,HOF
177,Only Islamic Terrorism hai Jo,NOT
178,: HNY k time pe kamaya tha maine..is baar payment nahi de rahe hai\xe2\x80\xa6,NOT
179,Ye love hai to kya hum hate hain,NOT
180,"Wo bhi rape karna sikh jayenge fir, Galat bat hai Kaabil ki",NOT
181,runs more. I swear khoon hojayega mujhse kisika agar runs nhi bana paye toh,NOT
182,Namastey sir me apka dhyan himachal me hue gudiya rape murder case ki aur kheenchna chahungi.,NOT
183,Bhagwa atankiyon ne bhi rape kiye hain...,NOT
184,Tu madras chaap jahil ki baat krega khud ki ammi khala behen ka rape karta hai halala karta allah chillane wala aatanki hota hain aur tu hain woh aatanki samjha bete,HOF
185,Bi**hes.aab aake bohot achcha honey ka natak kar rahey hein...hate them,HOF
186,Chup,NOT
187,"Kaabil Ka rape Jo hua,uska yaadein abhi am taaza hai beechara eesliye roraha hai.aur krish4 ki bhi bayenge koi na koi.ab yeh direct retire hoga.",NOT
188,"Damashq: Sham Me Sarak Kinare Nasb Bomb Ka Dhamaka, Roosi Fauji Halak, Zakhmi, *Hitler Ka Phone Lakh Hazar Dollar Me Farokht,",NOT
189,ager yehi bat hai to hum har jayen gay bas har larki ka rape karna banda kar do. humain haar mazoor hai,HOF
190,"Madar jaat, ye kand tere desh mein hote hai. Beheno se shadi karke rape aur fir talak. Ja be bhosdike , google kar. Kya pata tere baap ne bhi apni behen se shadi ki ho aur tere jaisa na jayaz aa gaya",NOT
191,Jaise note k lie modi zimmedar hain waise hi rape k liye tu..tune hi karaye hain rape..Delhi. me..BALATKARI,HOF
192,: Shocking. No body can think Javed can say this.Embarrassing. Can any learned man spell this\xe2\x80\xa6,NOT
193,"(1)Bhai GD mrng.. Jo v ho gaya use sab vul kr, Anewali west indies series ke liye dhyan do. Haters kaa to kaam hai hate krna,",NOT
194,Madam chor do ho sakta hai kal ko apka bhe ho jiye,NOT
195,achha chorain na aap jeetain or achy dr se dimagh ka elag karwain ager hum terrorism karny waly hain tu kashmir mai tum kia kr rhy ho.....,NOT
196,\xe2\x80\xa6,NOT
197,Teri behn ki chut me se khoon kisne nikala puxh teri kinnar maa apni gaand me apne rate likhti hai,NOT
198,Maine kab hate kiya. Rona band kro,NOT
199,Tum paltey ho terrorism ko... /2,NOT
200,"Sir, 'lovehate relationship' ke bare mein aap ka kya vichar hai?",NOT
201,\xe0\xa4\xa8\xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x9c\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\xa1 \xe0\xa4\x9a\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\x88,NOT
202,aap ka kutta hajir hai mam,HOF
203,"Kiran kher ji ki khud ki beti Ka rape hota to bhi yahi bayan deti vo! Samjhe! BJP Raj me hua rape bhi deshhit me aur Rashtrawadi rape hota Hai Hai yar, samjhte nahi tum.",HOF
204,And that\xe2\x80\x99s why ya cunt now? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,HOF
205,Choochi mooochi \xf0\x9f\x98\x82\xe2\x9d\xa4,HOF
206,"can you write about ""Halala &amp; triple talaaq"" ??",NOT
207,mumbai hain keeda toh lagega hi,NOT
208,Chutia (colloquially quoting Manish Tewari and Diggy Raja) is the only word suitable for this guy. Wonder where Pap\xe2\x80\xa6,HOF
209,Nirodh chun liye gye...,NOT
210,Karan patel ki maa ka bhosda,HOF
211,hijre teri ma ko kb chod gya sambha ab tu khud bol gya\nmaderchod\nmodi yera bap h\nhijre\nsex k bhookhe modi\nirani ki\xe2\x80\xa6,HOF
212,Tera hate bhi chlega,NOT
213,Aur rape to beta Pakistan me Jada hota hai smjha na tum log ke pass itna paisa nhi hai ke usko news par dikha sako BC gareeb saale,NOT
214,"Teri maa ka bhosda baar aur aiyar ki maa ka bhosda baar,y d hell u come up n tweet,only so to get\xe2\x80\xa6",HOF
215,\nSach kadva hai manishanker Aiyyer pakistan ka bhadva hai\nSorry I don't know Hindi or any other language,HOF
216,"Saley ullu, chor n rapist tere Ghar mai ghusega to Tu Kya karega . Bibi ka rape honey dega ya lath mar Kar Bhagayega . Kabhi to Akal lagaya kar",HOF
217,Ajkaal to usse achcha kaha jata hai jo dr ahmed ya tarek fatah jaise mahapurusoko dil wo jaan se mante hai..ye nafrat pahelane log apke guru ho sakte mera nahi..mere liye vivekanand jaise sakshiat jo kahete the hindu ya muslim her indians are my brother,NOT
218,Hitler ko uska koi dirk nahi padta janta ko gumrah karte hey aur janta bhi usko hee vote deti hey,NOT
219,sale tu mogu ki tatti khata hai.. swad kaisa hai uska?,HOF
220,case. Example h es cheez k,NOT
221,shiv kon hai ye toh tere rapist Muhammad se puchh jiski rape ka tu nateeja hai.....bhadwe rapist ka result.....aisha kaisi chudi,HOF
222,wo tou moodi bhi apni maa ka piyar leta hain tou kashmir or gujrat k innocent logo ka khoon maaf hojaega??? toopo ki salami bhai aapko,NOT
223,i hate this ammi ne zabardasti pilai hai,HOF
224,\nEvery time Kapil Sibbal is defending the case against the society or against the Hindu..weath\xe2\x80\xa6,HOF
225,"Bus isi mein khusi mil jayegi tumhare desh ko, aur toh kuch kar nahi sakte terrorism ke alawa tum log",NOT
226,Mery ankon me tum saf nazar hate o,NOT
227,tera murder kar k..saridon ko jail bhej dena h maine,HOF
228,"Ji janab aysa hi hai, ladki k sath chhed chhad, rape ladke karte hain or beizzati ladki ki mani jati hai",NOT
229,Tharki budda. tum bhi IK wali rawish py chal rahay ho. Mai samjha k tum shyd sirf ZUBAN k he chutia ho l\xe2\x80\xa6,HOF
230,: years old... almost potty trained... time to discuss career options,HOF
231,"supreme court ka yahi doglapan desh ko le dooba hai. Hamesha Hindu log hi kharaab hai. Aur jo rape kare, bomb phore unse to inki phati hai.",HOF
232,arze pak markaz hai qom ki umeedon ka..,NOT
233,Nahi bhai wo nahi hai..I hate Mallu one,HOF
234,Kya chahte ho?\n- Aazaadi!\nKuch aata jaata?\n- Barbaadi!\nLog tumhare?\n- Fasaadi!\nSoch tumhari?\n- Jihadi!\nBaap t\xe2\x80\xa6,HOF
235,Baba ke baare me childhood se jaante ho? Police ko pehle kyu nahi bola Baba ke rape ke baare mein? Jaldi jail jaata to kam logo ko fasata,NOT
236,Yogi ko istefa dedena chahiye kyun ki flop sarkar ho chuki hai aaye din up me rape or murder ho raha hai,HOF
237,Or tmhari ka roz rape krtay hain Kyun k tujh se khud tou kuch hota ni,NOT
238,"Haryana me rape hue last din me, itna Josh waha k liye bhi bacha liya karo",HOF
239,Neech insan ap log ho jo mulk k dushman ki support karty ho or imran khan ki nafrat m pak k gadaar ko support karty ho lanaat ho asi awam py,HOF
240,Koi larki nazar aajai inke frustrated larke waheen shuru hojate hain ye bi terrorism ki hi ek type hai balochistan aur kashmir mei gund,NOT
241,am feeling sad. haam Saab ne vote kiya but tm nominated nhi huye. Unn logoko talent k koyi parwa nahi.. I hate dis ppl,HOF
242,Attention ki hawas hi hai yan lun ki bhi itni hi hawas hai? Tere jaisi raand apne sakhe bhai say bhi sex kar lei.,HOF
243,Jaanvar laal became PM after his daughter eloped with a Katuva ...This is difference,HOF
244,": "": Aaj kis kis ne chudai ki hai """,HOF
245,. Are you with Aarif Mohamed Khan? Do you agree that a law shud be enacted to criminalise triple-talaa\xe2\x80\xa6,NOT
246,"Tum to Ab ye bhi bol sakte ho, Rahul musalmaan aur musalmaan atankwaadi hai\xe2\x80\xa6",HOF
247,: Kajol x Rekha \xf0\x9f\x87\xae\xf0\x9f\x87\xb3,NOT
248,and i hate girls jo larkon k abuse karne k bawajood un se bat karti hain,HOF
249,"""After explosion"", chutiya, That\'s how.",HOF
